No.,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
12540,Lucknow - Yesvantpur SF Express (via Perambur),SF,SWR,,,LKO,20:25,YPR,15:45,43h 20m,16,SMTWTFS,SL 3A 2A,2591 km,60 km/hr,12539
22905,Okha - Shalimar Weekly SF Express,SF,WR,,,OKHA,08:40,SHM,04:35,43h 55m,31,SMTWTFS,SL 3A 2A 1A,2583 km,59 km/hr,22906
22906,Shalimar - Okha Weekly SF Express (PT),SF,WR,,,SHM,20:20,OKHA,16:00,43h 40m,30,SMTWTFS,SL 3A 2A 1A,2583 km,59 km/hr,22905
12660,Gurudev SF Express (PT),SF,SR,,,SHM,23:45,NCJ,21:40,45h 55m,41,SMTWTFS,SL 3A 2A,2579 km,56 km/hr,12659
12659,Gurudev SF Express (PT),SF,SR,,,NCJ,14:45,SHM,12:30,45h 45m,41,SMTWTFS,SL 3A 2A,2579 km,56 km/hr,12660
15656,Shri Mata Vaishno Devi Katra  - Kamakhya Weekly Express,Exp,NFR,,,SVDK,03:50,KYQ,10:20,54h 30m,38,SMTWTFS,SL 3A 2A,2579 km,47 km/hr,15655
15655,Kamakhya - Shri Mata Vaishno Devi Katra Weekly Express,Exp,NFR,,,KYQ,11:00,SVDK,14:45,51h 45m,38,SMTWTFS,SL 3A 2A,2579 km,50 km/hr,15656
20808,Hirakud SF Express,SF,ECoR,,,ASR,23:55,VSKP,21:50,45h 55m,44,SMTWTFS,SL 3A 2A 3E,2570 km,56 km/hr,20807
20807,Hirakud SF Express (PT),SF,ECoR,,,VSKP,00:25,ASR,23:25,47h 0m,44,SMTWTFS,SL 3A 2A 3E,2570 km,55 km/hr,20808
22641,Thiruvananthapuram Central - Shalimar SF Express (PT),SF,SR,,,TVC,16:55,SHM,12:30,43h 35m,35,SMTWTFS,SL 3A 2A 3E,2560 km,59 km/hr,22642
22642,Shalimar - Thiruvananthapuram Central SF Express (PT),SF,SR,,,SHM,23:45,TVC,19:55,44h 10m,34,SMTWTFS,SL 3A 2A 3E,2560 km,58 km/hr,22641
17321,Vasco-da-Gama - Jasidih Weekly Express,Exp,SWR,,,VSG,04:30,JSME,07:10,50h 40m,35,SMTWTFS,SL 3A 2A 3E,2556 km,50 km/hr,17322
17322,Jasidih - Vasco-da-Gama Weekly Express (PT),Exp,SWR,,,JSME,13:10,VSG,14:55,49h 45m,35,SMTWTFS,SL 3A 2A 3E,2556 km,51 km/hr,17321
12978,Marusagar SF Express (PT),SF,NWR,,,AII,10:15,ERS,04:20,42h 5m,30,SMTWTFS,SL 3A 2A 1A 3E,2554 km,61 km/hr,12977
12977,Marusagar SF Express (PT),SF,NWR,,,ERS,20:25,AII,15:25,43h 0m,30,SMTWTFS,SL 3A 2A 1A 3E,2554 km,59 km/hr,12978
12905,Porbandar - Shalimar SF Express (PT),SF,WR,,,PBR,08:50,SHM,04:35,43h 45m,31,SMTWTFS,SL 3A 2A 1A,2544 km,58 km/hr,12906
12906,Shalimar - Porbandar SF Express (PT),SF,WR,,,SHM,20:20,PBR,15:20,43h 0m,29,SMTWTFS,SL 3A 2A 1A,2544 km,59 km/hr,12905
15623,Jodhpur - Kamakhya Express (PT),Exp,NFR,,,JU,16:50,KYQ,22:45,53h 55m,40,SMTWTFS,SL 3A 2A,2537 km,47 km/hr,15624
15624,Kamakhya - Jodhpur Express (PT),Exp,NFR,,,KYQ,17:30,JU,21:00,51h 30m,40,SMTWTFS,SL 3A 2A,2537 km,49 km/hr,15623
22605,Purulia - Tirunelveli SF Express (PT),SF,SR,,,PRR,10:00,TEN,03:55,41h 55m,34,SMTWTFS,SL 3A 2A,2536 km,61 km/hr,22606
22606,Tirunelveli - Purulia SF Express (PT),SF,SR,,,TEN,03:00,PRR,23:15,44h 15m,34,SMTWTFS,SL 3A 2A,2536 km,57 km/hr,22605
13351,Dhanbad - Alappuzha Express (PT),Exp,ECR,,,DHN,11:35,ALLP,15:15,51h 40m,80,SMTWTFS,SL 3A 2A 1A,2531 km,49 km/hr,13352
13352,Alappuzha - Dhanbad Express (PT),Exp,ECR,,,ALLP,06:00,DHN,10:50,52h 50m,85,SMTWTFS,SL 3A 2A 1A,2531 km,48 km/hr,13351
12938,Garba SF Express (PT),SF,WR,,,HWH,23:00,GIMB,14:15,39h 15m,18,SMTWTFS,SL 3A 2A,2514 km,64 km/hr,12937
12937,Garba SF Express (PT),SF,WR,,,GIMB,18:25,HWH,12:55,42h 30m,18,SMTWTFS,SL 3A 2A,2514 km,59 km/hr,12938
22534,Yesvantpur - Gorakhpur SF Express (PT),SF,NER,,,YPR,23:40,GKP,18:55,43h 15m,23,SMTWTFS,SL 3A 2A 1A,2512 km,58 km/hr,22533
22533,Gorakhpur - Yesvantpur SF Express (PT),SF,NER,,,GKP,06:40,YPR,02:45,44h 5m,22,SMTWTFS,SL 3A 2A 1A,2512 km,57 km/hr,22534
12591,Gorakhpur - Yesvantpur SF Express (PT),SF,NER,,,GKP,06:40,YPR,02:45,44h 5m,33,SMTWTFS,SL 3A 2A 1A,2512 km,57 km/hr,12592
12592,Yesvantpur - Gorakhpur SF Express (PT),SF,NER,,,YPR,17:15,GKP,15:20,46h 5m,34,SMTWTFS,SL 3A 2A 1A,2512 km,55 km/hr,12591
11045,Deekshabhoomi Express (PT),Exp,CR,,,KOP,04:35,DHN,08:45,52h 10m,39,SMTWTFS,SL 3A 2A,2504 km,48 km/hr,11046
11046,Deekshabhoomi Express (PT),Exp,CR,,,DHN,10:20,KOP,12:45,50h 25m,38,SMTWTFS,SL 3A 2A,2504 km,50 km/hr,11045
22647,Korba - Thiruvananthapuram North (Kochuveli) SF Express (PT),SF,SR,,,KRBA,19:40,TVCN,15:40,44h 0m,51,SMTWTFS,SL 2A 3E,2503 km,57 km/hr,22648
22648,Thiruvananthapuram North (Kochuveli) - Korba SF Express (PT),SF,SR,,,TVCN,06:15,KRBA,03:00,44h 45m,51,SMTWTFS,SL 2A 3E,2503 km,56 km/hr,22647
22619,Bilaspur - Tirunelveli SF Express (PT),SF,SR,,,BSP,08:15,TEN,03:15,43h 0m,29,SMTWTFS,SL 3A 2A 3E,2492 km,58 km/hr,22620
22620,Tirunelveli -  Bilaspur SF Express (PT),SF,SR,,,TEN,01:25,BSP,21:35,44h 10m,29,SMTWTFS,SL 3A 2A 3E,2492 km,56 km/hr,22619
22851,Santragachi - Mangaluru Central Vivek Express (PT),SF,SER,,,SRC,14:55,MAQ,08:50,41h 55m,38,SMTWTFS,SL 3A 2A,2488 km,59 km/hr,22852
22852,Mangaluru Central - Santragachi Vivek Express (PT),SF,SER,,,MAQ,23:00,SRC,18:00,43h 0m,38,SMTWTFS,SL 3A 2A,2488 km,58 km/hr,22851
12975,Mysuru - Jaipur SF Express (PT),SF,NWR,,,MYS,10:30,JP,06:45,44h 15m,40,SMTWTFS,SL CC 3A 2A 1A 3E,2481 km,56 km/hr,12976
12976,Jaipur - Mysuru SF Express (PT),SF,NWR,,,JP,19:35,MYS,16:00,44h 25m,40,SMTWTFS,SL CC 3A 2A 1A 3E,2481 km,56 km/hr,12975
20824,Ajmer - Puri SF Express (PT),SF,ECoR,,,AII,19:10,PURI,14:40,43h 30m,40,SMTWTFS,SL 3A 2A,2478 km,57 km/hr,20823
20823,Puri - Ajmer SF Express (PT),SF,ECoR,,,PURI,23:05,AII,18:40,43h 35m,41,SMTWTFS,SL 3A 2A,2478 km,57 km/hr,20824
20504,New Delhi - Dibrugarh Rajdhani Express (via Moranhat),Raj,NFR,,,NDLS,11:25,DBRG,04:40,41h 15m,22,SMTWTFS,3A 2A 1A,2471 km,60 km/hr,20503
20503,Dibrugarh - New Delhi Rajdhani Express (via Moranhat),Raj,NFR,,,DBRG,19:55,NDLS,13:38,41h 43m,22,SMTWTFS,3A 2A 1A,2471 km,59 km/hr,20504
15631,Barmer - Guwahati Express (PT),Exp,NFR,,,BME,00:05,GHY,23:35,47h 30m,31,SMTWTFS,SL 3A 2A,2470 km,52 km/hr,15632
15632,Guwahati - Barmer Express (PT),Exp,NFR,,,GHY,10:45,BME,07:45,45h 0m,31,SMTWTFS,SL 3A 2A,2470 km,55 km/hr,15631
15024,Yesvantpur - Gorakhpur Express (Via Ayodhya Cantt) (PT),Exp,NER,,,YPR,23:40,GKP,19:35,43h 55m,22,SMTWTFS,SL 3A 2A 1A,2464 km,56 km/hr,15023
15023,Gorakhpur - Yesvantpur Express (via Ayodhya Cantt) (PT),Exp,NER,,,GKP,08:50,YPR,10:30,49h 40m,23,SMTWTFS,SL 3A 2A 1A,2464 km,50 km/hr,15024
12253,Anga Express (PT),SF,SWR,,,SMVB,13:50,BGP,09:20,43h 30m,27,SMTWTFS,SL 3A 2A 1A,2448 km,56 km/hr,12254
12254,Anga Express (PT),SF,SWR,,,BGP,13:55,SMVB,07:00,41h 5m,28,SMTWTFS,SL 3A 2A 1A,2448 km,60 km/hr,12253
20668,Jaipur - Yesvantpur Superfast Express (PT),SF,SWR,,,JP,22:05,YPR,16:50,42h 45m,24,SMTWTFS,SL 3A 2A,2446 km,57 km/hr,20667
20667,Yesvantpur - Jaipur Superfast Express,SF,SWR,,,YPR,11:30,JP,05:25,41h 55m,24,SMTWTFS,SL 3A 2A,2446 km,58 km/hr,20668
16588,Bikaner - Yesvantpur Express (PT),Exp,SWR,,,BKN,19:00,YPR,15:45,44h 45m,34,SMTWTFS,SL 3A 2A,2444 km,55 km/hr,16587
19270,Muzaffarpur - Porbandar Express (PT),Exp,WR,,,MFP,15:15,PBR,13:35,46h 20m,36,SMTWTFS,SL 3A 2A 1A,2444 km,53 km/hr,19269
19269,Porbandar - Muzaffarpur Express (PT),Exp,WR,,,PBR,19:40,MFP,19:25,47h 45m,36,SMTWTFS,SL 3A 2A 1A,2444 km,51 km/hr,19270
16587,Yesvantpur - Bikaner Express (PT),Exp,SWR,,,YPR,11:30,BKN,09:10,45h 40m,35,SMTWTFS,SL 3A 2A,2443 km,54 km/hr,16588
18111,Tatanagar - Yesvantpur Weekly Express (PT),Exp,SER,,,TATA,17:45,YPR,13:40,43h 55m,38,SMTWTFS,SL 3A 2A,2438 km,56 km/hr,18112
18112,Yesvantpur - Tatanagar Weekly Express (PT),Exp,SER,,,YPR,12:30,TATA,11:40,47h 10m,37,SMTWTFS,SL 3A 2A,2438 km,52 km/hr,18111
22974,Puri - Gandhidham Weekly SF Express (via Vizianagaram),SF,WR,,,PURI,11:15,GIMB,05:55,42h 40m,35,SMTWTFS,SL 3A 2A,2435 km,57 km/hr,22973
22973,Gandhidham - Puri Weekly SF Express (via Vizianagaram),SF,WR,,,GIMB,14:00,PURI,08:05,42h 5m,38,SMTWTFS,SL 3A 2A,2435 km,58 km/hr,22974
20813,Puri - Jodhpur SF Express (PT),SF,ECoR,,,PURI,15:50,JU,11:25,43h 35m,43,SMTWTFS,SL 3A 2A 1A,2433 km,56 km/hr,20814
15654,Jammu Tawi - Guwahati Amarnath Express (PT),Exp,NFR,,,JAT,22:45,GHY,22:55,48h 10m,42,SMTWTFS,SL 3A 2A,2432 km,50 km/hr,15653
19577,Tirunelveli - Jamnagar Express (PT),Exp,WR,,,TEN,08:10,JAM,04:25,44h 15m,30,SMTWTFS,SL 2A 3E,2432 km,55 km/hr,19578
20814,Jodhpur - Puri SF Express (PT),SF,ECoR,,,JU,15:00,PURI,10:00,43h 0m,40,SMTWTFS,SL 3A 2A 1A,2432 km,57 km/hr,20813
19578,Jamnagar - Tirunelveli Express (PT),Exp,WR,,,JAM,21:25,TEN,18:20,44h 55m,31,SMTWTFS,SL 3A 2A 3E,2432 km,54 km/hr,19577
15653,Guwahati - Jammu Tawi Amarnath Express (PT),Exp,NFR,,,GHY,14:00,JAT,13:00,47h 0m,42,SMTWTFS,SL 3A 2A,2432 km,52 km/hr,15654
12423,Dibrugarh - New Delhi Rajdhani Express (via New Tinsukia) (PT),Raj,NR,,,DBRG,20:55,NDLS,10:30,37h 35m,21,SMTWTFS,3A 2A 1A,2432 km,65 km/hr,12424
12424,New Delhi - Dibrugarh Rajdhani Express (via New Tinsukia),Raj,NR,,,NDLS,16:20,DBRG,06:05,37h 45m,21,SMTWTFS,3A 2A 1A,2432 km,64 km/hr,12423
22829,Bhuj - Shalimar SF Express (PT),SF,SER,,,BHUJ,15:15,SHM,10:05,42h 50m,29,SMTWTFS,SL 3A 2A,2419 km,56 km/hr,22830
22830,Shalimar - Bhuj SF Express (PT),SF,SER,,,SHM,19:55,BHUJ,14:45,42h 50m,30,SMTWTFS,SL 3A 2A,2419 km,56 km/hr,22829
22738,Hisar - Secunderabad SF Express (PT),SF,SCR,,,HSR,13:45,SC,08:50,43h 5m,32,SMTWTFS,SL 3A 2A,2418 km,56 km/hr,22737
22737,Secunderabad - Hisar SF Express (PT),SF,SCR,,,SC,23:35,HSR,18:45,43h 10m,33,SMTWTFS,SL 3A 2A,2418 km,56 km/hr,22738
20910,Porbandar - Thiruvananthapuram North (Kochuveli) Weekly SF Express (PT),SF,WR,,,PBR,18:55,TVCN,14:50,43h 55m,29,SMTWTFS,SL 3A 2A,2412 km,55 km/hr,20909
20909,Thiruvananthapuram North (Kochuveli) - Porbandar Weekly SF Express (PT),SF,WR,,,TVCN,11:15,PBR,07:15,44h 0m,29,SMTWTFS,SL 3A 2A,2411 km,55 km/hr,20910
12666,Kanniyakumari - Howrah SF Express (PT),SF,SR,,,CAPE,05:50,HWH,00:05,42h 15m,29,SMTWTFS,SL 3A 2A,2406 km,57 km/hr,12665
12665,Howrah - Kanniyakumari SF Express (PT),SF,SR,,,HWH,16:00,CAPE,09:45,41h 45m,27,SMTWTFS,SL 3A 2A,2406 km,58 km/hr,12666
16334,Thiruvananthapuram Central  - Veraval Express (PT),Exp,SR,,,TVC,15:45,VRL,15:35,47h 50m,51,SMTWTFS,SL 3A 2A 3E,2402 km,50 km/hr,16333
16333,Veraval - Thiruvananthapuram Central Express (PT),Exp,SR,,,VRL,06:50,TVC,04:00,45h 10m,57,SMTWTFS,SL 3A 2A 3E,2402 km,53 km/hr,16334
20923,Tirunelveli - Gandhidham Humsafar Express (PT),Hms,WR,,,TEN,08:10,GIMB,02:35,42h 25m,20,SMTWTFS,SL 3A,2401 km,57 km/hr,20924
20924,Gandhidham - Tirunelveli Humsafar Express,Hms,WR,,,GIMB,04:50,TEN,23:35,42h 45m,20,SMTWTFS,SL 3A,2401 km,56 km/hr,20923
12628,Karnataka Express (PT),SF,SWR,,,NDLS,20:20,SBC,12:00,39h 40m,32,SMTWTFS,SL 3A 2A 1A,2392 km,60 km/hr,12627
12627,Karnataka Express (PT),SF,SWR,,,SBC,19:20,NDLS,09:00,37h 40m,33,SMTWTFS,SL 3A 2A 1A,2392 km,64 km/hr,12628
18477,Kalinga Utkal Express (PT),Exp,ECoR,,,PURI,20:45,YNRK,21:50,49h 5m,74,SMTWTFS,SL 3A 2A 1A 3E,2389 km,49 km/hr,18478
18478,Kalinga Utkal Express (PT),Exp,ECoR,,,YNRK,05:35,PURI,03:25,45h 50m,74,SMTWTFS,SL 3A 2A 1A 3E,2389 km,52 km/hr,18477
22404,New Delhi - Puducherry SF Express,SF,NR,,,NDLS,23:15,PDY,13:20,38h 5m,13,SMTWTFS,SL 3A 2A 1A,2383 km,63 km/hr,22403
22403,Puducherry - New Delhi SF Express,SF,NR,,,PDY,09:55,NDLS,00:20,38h 25m,13,SMTWTFS,SL 3A 2A 1A,2383 km,62 km/hr,22404
22663,Tambaram - Jodhpur Weekly SF Express (PT),SF,SR,,,TBM,14:50,JU,08:05,41h 15m,27,SMTWTFS,SL 3A 2A,2378 km,58 km/hr,22664
22664,Jodhpur - Tambaram Weekly SF Express (PT),SF,SR,,,JU,00:15,TBM,17:10,40h 55m,27,SMTWTFS,SL 3A 2A,2378 km,58 km/hr,22663
22691,K.S.R. Bengaluru - Hazrat Nizamuddin Rajdhani Express,Raj,SWR,,,SBC,20:00,NZM,05:30,33h 30m,14,SMTWTFS,3A 2A 1A,2367 km,71 km/hr,22692
22692,Hazrat Nizamuddin - K S R Bengaluru Rajdhani Express,Raj,SWR,,,NZM,19:50,SBC,05:20,33h 30m,14,SMTWTFS,3A 2A 1A,2367 km,71 km/hr,22691
12214,Delhi Sarai Rohilla - Yesvantpur AC Duronto Express,Drnt,SWR,,,DEE,22:10,YPR,08:20,34h 10m,6,SMTWTFS,3A 2A 1A,2362 km,69 km/hr,12213
12213,Yesvantpur - Delhi Sarai Rohilla AC Duronto Express,Drnt,SWR,,,YPR,23:40,DEE,07:50,32h 10m,6,SMTWTFS,3A 2A 1A,2362 km,73 km/hr,12214
17019,Hisar - Hyderabad Weekly Express (PT),Exp,SCR,,,HSR,07:15,HYB,07:30,48h 15m,42,SMTWTFS,SL 3A 2A 1A,2353 km,49 km/hr,17020
17020,Hyderabad - Hisar Weekly Express (PT),Exp,SCR,,,HYB,15:10,HSR,13:00,45h 50m,43,SMTWTFS,SL 3A 2A 1A,2353 km,51 km/hr,17019
20625,MGR Chennai Central - Bhagat ki Kothi SF Express,SF,SR,May 05,,MAS,19:45,BGKT,12:15,40h 30m,28,SMTWTFS,SL 3A 2A 3E,2351 km,58 km/hr,20626
20626,Bhagat Ki Kothi - MGR Chennai Central SF Express,SF,SR,May 07,,BGKT,05:30,MAS,23:15,41h 45m,28,SMTWTFS,SL 3A 2A 3E,2351 km,56 km/hr,20625
18310,Jammu Tawi - Sambalpur Express,Exp,ECoR,,,JAT,14:20,SBP,16:30,50h 10m,69,SMTWTFS,SL 3A 2A,2348 km,47 km/hr,18309
18309,Sambalpur - Jammu Tawi Express,Exp,ECoR,,,SBP,10:50,JAT,14:05,51h 15m,68,SMTWTFS,SL 3A 2A,2348 km,46 km/hr,18310
15652,Lohit Express (PT),Exp,NFR,,,JAT,22:45,GHY,22:55,48h 10m,40,SMTWTFS,SL 3A 2A,2346 km,49 km/hr,15651
15651,Lohit Express (PT),Exp,NFR,,,GHY,14:00,JAT,13:00,47h 0m,40,SMTWTFS,SL 3A 2A,2346 km,50 km/hr,15652
16335,Gandhidham - Nagercoil Weekly Express (PT),Exp,SR,,,GIMB,10:40,NCJ,06:15,43h 35m,55,SMTWTFS,SL 3A 2A,2341 km,54 km/hr,16336
16336,Nagercoil - Gandhidham Weekly Express (PT),Exp,SR,,,NCJ,14:45,GIMB,12:00,45h 15m,50,SMTWTFS,SL 3A 2A,2341 km,52 km/hr,16335
12669,Ganga Kaveri Express (PT),SF,SR,,,MAS,17:40,CPR,09:35,39h 55m,21,SMTWTFS,SL 3A 2A 1A 3E,2339 km,59 km/hr,12670
12670,Ganga Kaveri Express (PT),SF,SR,,,CPR,21:00,MAS,12:10,39h 10m,21,SMTWTFS,SL 3A 2A 1A 3E,2339 km,60 km/hr,12669
22683,Yesvantpur - Lucknow SF Express (via Kacheguda) (PT),SF,SWR,,,YPR,23:40,LKO,18:00,42h 20m,28,SMTWTFS,SL 3A 2A,2335 km,55 km/hr,22684
22684,Lucknow - Yesvantpur SF Express (via Kacheguda),SF,SWR,,,LKO,18:40,YPR,13:20,42h 40m,28,SMTWTFS,SL 3A 2A,2335 km,55 km/hr,22683
15633,Bikaner - Guwahati Express,Exp,NFR,,,BKN,02:55,GHY,23:45,44h 50m,30,SMTWTFS,SL 3A 2A,2332 km,52 km/hr,15634
15634,Guwahati - Bikaner Express (PT),Exp,NFR,,,GHY,10:45,BKN,05:20,42h 35m,30,SMTWTFS,SL 3A 2A,2332 km,55 km/hr,15633
19435,Ahmedabad - Asansol Weekly Express (PT),Exp,WR,,,ADI,00:35,ASN,20:45,44h 10m,28,SMTWTFS,SL 3A 2A 3E,2326 km,53 km/hr,19436
19436,Asansol - Ahmedabad Weekly Express,Exp,WR,,,ASN,19:40,ADI,11:50,40h 10m,28,SMTWTFS,SL 3A 2A 3E,2326 km,58 km/hr,19435
19305,Dr. Ambedkar Nagar - Kamakhya Weekly Express (PT),Exp,WR,,,DADN,12:45,KYQ,12:30,47h 45m,35,SMTWTFS,SL 3A 2A 3E,2319 km,49 km/hr,19306
19306,Kamakhya - Dr. Ambedkar Nagar Weekly Express (PT),Exp,WR,,,KYQ,05:00,DADN,05:50,48h 50m,35,SMTWTFS,SL 3A 2A 3E,2319 km,47 km/hr,19305
12941,Parasnath Express (PT),SF,WR,,,BVC,17:45,ASN,10:10,40h 25m,31,SMTWTFS,SL 3A 2A,2311 km,57 km/hr,12942
12942,Parasnath Express (PT),SF,WR,,,ASN,19:45,BVC,09:25,37h 40m,31,SMTWTFS,SL 3A 2A,2311 km,61 km/hr,12941
22306,Jasidih - SMVT Bengaluru Weekly SF Express (PT),SF,ER,,,JSME,07:10,SMVB,20:10,37h 0m,18,SMTWTFS,SL 3A 2A 1A,2306 km,62 km/hr,22305
22305,SMVT Bengaluru - Jasidih Weekly SF Express,SF,ER,,,SMVB,10:15,JSME,00:50,38h 35m,18,SMTWTFS,SL 3A 2A 1A,2306 km,60 km/hr,22306
12708,Andhra Pradesh Sampark Kranti Express (PT),SKr,SCR,,,NZM,05:20,TPTY,21:00,39h 40m,20,SMTWTFS,SL 3A 2A 1A,2304 km,58 km/hr,12707
12707,Andhra Pradesh Sampark Kranti Express (PT),SKr,SCR,,,TPTY,05:30,NZM,18:35,37h 5m,20,SMTWTFS,SL 3A 2A 1A,2304 km,62 km/hr,12708
18190,Ernakulam Jn. - Tatanagar Express (PT),Exp,SER,,,ERS,07:15,TATA,05:00,45h 45m,49,SMTWTFS,SL 3A 2A 3E,2297 km,50 km/hr,18189
18189,Tatanagar - Ernakulam Jn. Express (PT),Exp,SER,,,TATA,05:00,ERS,01:55,44h 55m,50,SMTWTFS,SL 3A 2A 3E,2297 km,51 km/hr,18190
20505,Dibrugarh  - New Delhi Rajdhani Express (via Rangapara North),Raj,NFR,,,DBRG,22:00,NDLS,13:38,39h 38m,23,SMTWTFS,3A 2A 1A,2294 km,58 km/hr,20506
20506,New Delhi - Dibrugarh Rajdhani Express (via Rangapara North),Raj,NFR,,,NDLS,11:25,DBRG,03:10,39h 45m,23,SMTWTFS,3A 2A 1A,2294 km,58 km/hr,20505
15045,Gorakhpur - Okha Express,Exp,NER,,,GKP,04:55,OKHA,03:10,46h 15m,38,SMTWTFS,SL 3A 2A 1A,2291 km,50 km/hr,15046
15046,Okha - Gorakhpur Express (PT),Exp,NER,,,OKHA,23:35,GKP,18:55,43h 20m,37,SMTWTFS,SL 3A 2A 1A,2291 km,53 km/hr,15045
22878,Ernakulam - Howrah Antyodaya Express,Ant,SER,,,ERS,23:25,HWH,14:00,38h 35m,23,SMTWTFS,,2288 km,59 km/hr,22877
20931,Thiruvananthapuram North (Kochuveli) - Indore Weekly SF Express (PT),SF,WR,,,TVCN,11:15,INDB,04:30,41h 15m,30,SMTWTFS,SL 3A 2A 3E,2288 km,55 km/hr,20932
20932,Indore - Thiruvananthapuram North (Kochuveli) Weekly SF Express,SF,WR,,,INDB,21:40,TVCN,14:50,41h 10m,30,SMTWTFS,SL 3A 2A 3E,2288 km,56 km/hr,20931
22877,Howrah - Ernakulam Antyodaya Express,Ant,SER,,,HWH,14:45,ERS,03:30,36h 45m,22,SMTWTFS,,2288 km,62 km/hr,22878
12993,Gandhidham - Puri Weekly SF Express (via Bhubaneswar) (PT),SF,WR,,,GIMB,23:05,PURI,14:40,39h 35m,24,SMTWTFS,SL 3A 2A,2286 km,58 km/hr,12994
12994,Puri - Gandhidham Weekly SF Express (via Bhubaneswar) (PT),SF,WR,,,PURI,20:00,GIMB,11:25,39h 25m,23,SMTWTFS,SL 3A 2A,2286 km,58 km/hr,12993
16209,Ajmer - Mysuru Express (PT),Exp,SWR,,,AII,06:20,MYS,02:25,44h 5m,42,SMTWTFS,SL 3A 2A 1A,2285 km,52 km/hr,16210
16210,Mysuru - Ajmer Express (PT),Exp,SWR,,,MYS,19:10,AII,14:35,43h 25m,41,SMTWTFS,SL CC 3A 2A 1A,2285 km,53 km/hr,16209
22612,New Jalpaiguri - MGR Chennai Central SF Express (PT),SF,SR,,,NJP,22:05,MAS,14:10,40h 5m,22,SMTWTFS,SL 3A 2A 3E,2281 km,57 km/hr,22611
22611,MGR Chennai Central - New Jalpaiguri SF Express (PT),SF,SR,,,MAS,10:45,NJP,03:30,40h 45m,22,SMTWTFS,SL 3A 2A 3E,2281 km,56 km/hr,22612
14038,New Delhi - Silchar Poorvottar Sampark Kranti Express,SKr,NR,,,NDLS,23:45,SCL,19:15,43h 30m,13,SMTWTFS,SL 3A 2A 1A 3E,2280 km,52 km/hr,14037
14037,Silchar - New Delhi Poorvottar Sampark Kranti Express (PT),SKr,NR,,,SCL,19:30,NDLS,12:45,41h 15m,13,SMTWTFS,SL 3A 2A 1A 3E,2280 km,55 km/hr,14038
12323,Howrah - Barmer SF Express (PT),SF,ER,,,HWH,18:50,BME,06:45,35h 55m,23,SMTWTFS,SL 3A 2A 1A,2279 km,63 km/hr,12324
12324,Barmer  - Howrah SF Express (PT),SF,ER,,,BME,16:45,HWH,05:45,37h 0m,23,SMTWTFS,SL 3A 2A 1A,2279 km,62 km/hr,12323
13433,SMVT Bengaluru - Malda Town Amrit Bharat Express (PT),AB,ER,,,SMVB,13:50,MLDT,11:00,45h 10m,33,SMTWTFS,SL,2272 km,50 km/hr,13434
13434,Malda Town - SMVT Bengaluru Amrit Bharat Express,AB,ER,,,MLDT,08:50,SMVB,03:00,42h 10m,33,SMTWTFS,SL,2272 km,54 km/hr,13433
19260,Bhavnagar Terminus - Thiruvananthapuram North (Kochuveli) Express (PT),Exp,WR,,,BVC,10:15,TVCN,03:50,41h 35m,40,SMTWTFS,SL 3A 2A,2263 km,54 km/hr,19259
19259,Thiruvananthapuram North (Kochuveli) - Bhavnagar Terminus Express (PT),Exp,WR,,,TVCN,15:45,BVC,12:25,44h 40m,38,SMTWTFS,SL 3A 2A,2263 km,51 km/hr,19260
19037,Avadh Express (PT),Exp,WR,,,BDTS,22:00,BJU,23:10,49h 10m,84,SMTWTFS,SL 3A 2A 1A 3E,2255 km,46 km/hr,19038
19667,Palace Queen Humsafar Express,Hms,NWR,,,UDZ,20:55,MYS,16:40,43h 45m,16,SMTWTFS,SL 3A,2255 km,52 km/hr,19668
19668,Palace Queen Humsafar Express,Hms,NWR,,,MYS,10:05,UDZ,03:00,40h 55m,17,SMTWTFS,SL CC 3A,2255 km,55 km/hr,19667
19038,Avadh Express (PT),Exp,WR,,,BJU,07:20,BDTS,04:05,44h 45m,85,SMTWTFS,SL 3A 2A 1A 3E,2255 km,50 km/hr,19037
16338,Ernakulam - Okha Express (PT),Exp,SR,,,ERS,20:25,OKHA,16:30,44h 5m,47,SMTWTFS,SL 3A 2A,2251 km,51 km/hr,16337
16337,Okha - Ernakulam Express (PT),Exp,SR,,,OKHA,06:45,ERS,23:55,41h 10m,48,SMTWTFS,SL 3A 2A,2251 km,55 km/hr,16338
22837,Dharti Aaba AC SF Express (PT),ACSF,SER,,,HTE,17:25,ERS,09:45,40h 20m,28,SMTWTFS,3E,2245 km,56 km/hr,22838
22838,Dharti Aaba AC SF Express (PT),ACSF,SER,,,ERS,23:25,HTE,15:35,40h 10m,28,SMTWTFS,3E,2245 km,56 km/hr,22837
19602,New Jalpaiguri - Udaipur City Weekly Express (PT),Exp,NWR,,,NJP,08:30,UDZ,04:00,43h 30m,29,SMTWTFS,SL 3A 2A 3E,2232 km,51 km/hr,19601
19601,Udaipur City - New Jalpaiguri Weekly Express (PT),Exp,NWR,,,UDZ,00:45,NJP,18:35,41h 50m,29,SMTWTFS,SL 3A 2A 3E,2232 km,53 km/hr,19602
12742,Patna - Vasco-da-Gama SF Express,SF,SWR,,,PNBE,14:05,VSG,04:35,38h 30m,19,SMTWTFS,SL 3A 2A,2228 km,58 km/hr,12741
