No.,Name,Type,Zone,Date From,Date To,From,Dep,To,Arr,Duration,Halts,Dep Days,Classes,Distance,Speed,Return
14224,Budhpurnima Express,Exp,NR,,,BSB,20:30,RGD,06:00,9h 30m,19,SMTWTFS,SL 3A,414 km,44 km/hr,14223
17626,Delta  Express (PT),Exp,SCR,,,RAL,22:40,VKB,09:40,11h 0m,19,SMTWTFS,SL 3A 2A,413 km,38 km/hr,17625
20826,Nagpur - Bilaspur Vande Bharat Express,VB,SECR,,,NGP,14:05,BSP,19:25,5h 20m,5,SMTWTFS,CC Ex,412 km,77 km/hr,20825
22447,New Delhi - Amb Andaura Vande Bharat Express,VB,NR,,,NDLS,05:50,AADR,11:05,5h 15m,4,SMTWTFS,CC Ex,412 km,79 km/hr,22448
20825,Bilaspur - Nagpur Vande Bharat Express,VB,SECR,,,BSP,06:45,NGP,12:15,5h 30m,5,SMTWTFS,CC Ex,412 km,75 km/hr,20826
20871,Howrah - Rourkela Vande Bharat Express,VB,SER,,,HWH,06:00,ROU,11:50,5h 50m,3,SMTWTFS,CC Ex,412 km,71 km/hr,20872
20872,Rourkela - Howrah Vande Bharat Express,VB,SER,,,ROU,13:35,HWH,19:50,6h 15m,3,SMTWTFS,CC Ex,412 km,66 km/hr,20871
22448,Amb Andaura - New Delhi Vande Bharat Express,VB,NR,,,AADR,13:00,NDLS,18:25,5h 25m,6,SMTWTFS,CC Ex,412 km,76 km/hr,22447
12280,Taj Express,SF,NR,,,NDLS,06:55,VGLJ,13:55,7h 0m,10,SMTWTFS,2S CC,411 km,59 km/hr,12279
12279,Taj Express,SF,NR,,,VGLJ,15:10,NDLS,21:35,6h 25m,10,SMTWTFS,2S CC,411 km,64 km/hr,12280
12365,Patna - Ranchi Jan Shatabdi Express,JShtb,ECR,,,PNBE,06:10,RNC,13:55,7h 45m,11,SMTWTFS,2S CC,410 km,53 km/hr,12366
15617,Guwahati - Dullabcherra Express (PT),Exp,NFR,,,GHY,22:15,DLCR,09:45,11h 30m,12,SMTWTFS,SL 3A 2A,410 km,36 km/hr,15618
15618,Dullabcherra - Guwahati Express (PT),Exp,NFR,,,DLCR,11:40,GHY,23:30,11h 50m,12,SMTWTFS,SL 3A 2A,410 km,35 km/hr,15617
16729,Madurai - Punalur Express (PT),Exp,SR,,,MDU,23:20,PUU,09:55,10h 35m,33,SMTWTFS,SL 3A,409 km,39 km/hr,16730
16730,Punalur - Madurai Express (PT),Exp,SR,,,PUU,17:15,MDU,03:35,10h 20m,34,SMTWTFS,SL 3A,409 km,40 km/hr,16729
12856,NSC Bose Itwari - Bilaspur InterCity Express,SF,SECR,,,NITR,07:00,BSP,14:15,7h 15m,13,SMTWTFS,SL 3A 2A 1A 3E,409 km,56 km/hr,12855
12855,Bilaspur - NSC Bose Itwari InterCity Express,SF,SECR,,,BSP,15:20,NITR,22:35,7h 15m,12,SMTWTFS,SL 3A 2A 1A 3E,409 km,56 km/hr,12856
12366,Ranchi - Patna Jan Shatabdi Express,JShtb,ECR,,,RNC,14:25,PNBE,22:20,7h 55m,11,SMTWTFS,2S CC,407 km,51 km/hr,12365
22622,Kanniyakumari - Rameswaram SF Express (PT),SF,SR,,,CAPE,22:15,RMM,05:25,7h 10m,8,SMTWTFS,SL 3A,407 km,57 km/hr,22621
22621,Rameswaram - Kanniyakumari SF Express (PT),SF,SR,,,RMM,21:10,CAPE,04:25,7h 15m,8,SMTWTFS,SL 3A,407 km,56 km/hr,22622
16323,Coimbatore - Mangaluru Central Express (UnReserved),Exp,SR,,,CBE,07:50,MAQ,18:40,10h 50m,45,SMTWTFS,,407 km,38 km/hr,16324
16324,Mangaluru Central - Coimbatore Express (UnReserved),Exp,SR,,,MAQ,09:00,CBE,20:00,11h 0m,45,SMTWTFS,,407 km,37 km/hr,16323
22227,New Jalpaiguri - Guwahati Vande Bharat Express,VB,NFR,,,NJP,06:10,GHY,11:40,5h 30m,5,SMTWTFS,CC Ex,407 km,74 km/hr,22228
12053,Haridwar - Amritsar Jan Shatabdi Express,JShtb,NR,,,HW,14:45,ASR,22:45,8h 0m,9,SMTWTFS,2S CC,407 km,51 km/hr,12054
12054,Amritsar - Haridwar Jan Shatabdi Express,JShtb,NR,,,ASR,06:50,HW,13:50,7h 0m,9,SMTWTFS,2S CC,407 km,58 km/hr,12053
22610,Coimbatore - Mangaluru Central Intercity SF Express,SF,SR,,,CBE,06:00,MAQ,13:15,7h 15m,14,SMTWTFS,2S CC,407 km,56 km/hr,22609
22609,Mangaluru Central - Coimbatore Intercity SF Express,SF,SR,,,MAQ,11:05,CBE,18:25,7h 20m,14,SMTWTFS,2S CC,407 km,56 km/hr,22610
22228,Guwahati - New Jalpaiguri Vande Bharat Express,VB,NFR,,,GHY,16:30,NJP,22:00,5h 30m,5,SMTWTFS,CC Ex,407 km,74 km/hr,22227
15552,Varanasi City - Darbhanga Antyodaya Express,Ant,ECR,,,BCY,09:25,DBG,20:55,11h 30m,8,SMTWTFS,,405 km,35 km/hr,15551
15551,Darbhanga - Varanasi City Antyodaya Express,Ant,ECR,,,DBG,21:00,BCY,06:10,9h 10m,8,SMTWTFS,,405 km,44 km/hr,15552
15666,BG Express (PT),Exp,NFR,,,MXN,06:05,GHY,15:05,9h 0m,13,SMTWTFS,SL 3A 2A,404 km,45 km/hr,15665
15665,BG Express (PT),Exp,NFR,,,GHY,14:40,MXN,23:50,9h 10m,13,SMTWTFS,SL 3A 2A,404 km,44 km/hr,15666
12049,Gatiman Express,Shtb,NR,,,VGLJ,15:00,NZM,19:30,4h 30m,2,SMTWTFS,CC Ex,403 km,90 km/hr,12050
13416,Patna - Malda Town Express,Exp,ER,,,PNBE,22:05,MLDT,07:45,9h 40m,17,SMTWTFS,SL 3A 2A,403 km,42 km/hr,13415
13415,Malda Town - Patna Express (PT),Exp,ER,,,MLDT,20:15,PNBE,05:30,9h 15m,17,SMTWTFS,SL 3A 2A,403 km,44 km/hr,13416
12050,Gatiman Express,Shtb,NR,,,NZM,08:10,VGLJ,12:35,4h 25m,2,SMTWTFS,CC Ex,403 km,91 km/hr,12049
22675,Cholan SF Express (PT),SF,SR,,,MS,07:45,TPJ,15:00,7h 15m,17,SMTWTFS,2S SL 3A 2A 1A,401 km,55 km/hr,22676
22676,Cholan SF Express (PT),SF,SR,,,TPJ,11:00,MS,18:15,7h 15m,17,SMTWTFS,2S SL 3A 2A 1A,401 km,55 km/hr,22675
11752,Chirimiri - Rewa Express,Exp,WCR,,,CHRM,19:00,REWA,04:45,9h 45m,18,SMTWTFS,SL 3A,399 km,41 km/hr,11751
11751,Rewa - Chirimiri Express,Exp,WCR,,,REWA,19:10,CHRM,04:35,9h 25m,18,SMTWTFS,SL 3A,399 km,42 km/hr,11752
12076,Thiruvananthapuram Central - Kozhikode Jan Shatabdi Express,JShtb,SR,,,TVC,05:55,CLT,13:00,7h 5m,10,SMTWTFS,2S CC,399 km,56 km/hr,12075
12075,Kozhikode - Thiruvananthapuram Central Jan Shatabdi Express,JShtb,SR,,,CLT,13:45,TVC,21:25,7h 40m,10,SMTWTFS,2S CC,399 km,52 km/hr,12076
18416,Puri - Barbil Express,Exp,ECoR,,,PURI,06:15,BBN,17:30,11h 15m,28,SMTWTFS,2S CC,398 km,35 km/hr,18415
18415,Barbil - Puri Express,Exp,ECoR,,,BBN,09:30,PURI,20:30,11h 0m,28,SMTWTFS,2S CC,398 km,36 km/hr,18416
22486,Moga - New Delhi Intercity SF Express,SF,NR,,,MOGA,16:25,NDLS,23:30,7h 5m,12,SMTWTFS,2S CC,398 km,56 km/hr,22485
22485,New Delhi - Moga Intercity SF Express,SF,NR,,,NDLS,07:00,MOGA,14:05,7h 5m,12,SMTWTFS,2S CC,398 km,56 km/hr,22486
12022,Barbil - Howrah Jan Shatabdi Express,JShtb,SER,,,BBN,13:40,HWH,20:55,7h 15m,10,SMTWTFS,2S CC,397 km,55 km/hr,12021
12021,Howrah - Barbil Jan Shatabdi Express,JShtb,SER,,,HWH,06:20,BBN,13:15,6h 55m,9,SMTWTFS,2S CC,397 km,57 km/hr,12022
15064,Chandigarh - Ramnagar Express,Exp,NER,,,CDG,16:00,RMR,23:35,7h 35m,9,SMTWTFS,2S SL CC 3A 2A,396 km,52 km/hr,15063
15063,Ramnagar - Chandigarh Express,Exp,NER,,,RMR,05:35,CDG,13:15,7h 40m,9,SMTWTFS,2S SL CC 3A 2A,396 km,52 km/hr,15064
13319,Dumka - Ranchi Intercity Express,Exp,ECR,,,DUMK,03:30,RNC,12:55,9h 25m,18,SMTWTFS,2S CC,395 km,42 km/hr,13320
13320,Ranchi - Dumka Intercity Express,Exp,ECR,,,RNC,12:55,DUMK,22:55,10h 0m,21,SMTWTFS,2S CC,395 km,39 km/hr,13319
19340,Bhopal - Dahod Intercity Express,Exp,WR,,,BPL,12:35,DHD,23:30,10h 55m,45,SMTWTFS,2S CC,394 km,36 km/hr,19339
19339,Dahod - Bhopal Intercity Express,Exp,WR,,,DHD,05:40,BPL,15:50,10h 10m,45,SMTWTFS,2S CC,394 km,39 km/hr,19340
22650,Yercaud SF Express (PT),SF,SR,,,ED,21:00,MAS,03:40,6h 40m,11,SMTWTFS,SL 3A 2A 1A,394 km,59 km/hr,22649
22649,Yercaud SF Express (PT),SF,SR,,,MAS,23:00,ED,05:50,6h 50m,10,SMTWTFS,SL 3A 2A 1A,394 km,58 km/hr,22650
15284,Janki Express,Exp,ECR,,,JYG,04:45,MHI,15:45,11h 0m,24,SMTWTFS,SL,393 km,36 km/hr,15283
15283,Janki Express (PT),Exp,ECR,,,MHI,22:45,JYG,10:20,11h 35m,24,SMTWTFS,SL,393 km,34 km/hr,15284
12036,Purnagiri Jan Shatabdi Express,JShtb,NER,,,DLI,06:25,TPU,16:10,9h 45m,23,SMTWTFS,2S CC,393 km,40 km/hr,12035
12035,Purnagiri Jan Shatabdi Express,JShtb,NER,,,TPU,11:25,DLI,21:35,10h 10m,24,SMTWTFS,2S CC,393 km,39 km/hr,12036
19701,Sainik Express,Exp,NWR,,,JP,20:45,DEC,05:15,8h 30m,20,SMTWTFS,SL 3A 2A 1A,392 km,46 km/hr,19702
19702,Sainik Express,Exp,NWR,,,DEC,00:07,JP,08:30,8h 23m,19,SMTWTFS,SL 3A 2A 1A,392 km,47 km/hr,19701
11801,Gwalior - Prayagraj Express,Exp,NCR,,,GWL,05:00,PRYJ,18:30,13h 30m,44,SMTWTFS,SL 3A,488 km,36 km/hr,11802
22310,Bhagalpur - Howrah Vande Bharat Express,VB,ER,,,BGP,15:05,HWH,21:00,5h 55m,7,SMTWTFS,CC Ex,387 km,65 km/hr,22309
22309,Howrah - Bhagalpur Vande Bharat Express,VB,ER,,,HWH,07:45,BGP,13:50,6h 5m,7,SMTWTFS,CC Ex,387 km,64 km/hr,22310
18632,Chopan - Ranchi Express (via Lohardaga),Exp,SER,,,CPU,08:10,RNC,16:00,7h 50m,12,SMTWTFS,2S CC,386 km,49 km/hr,18631
11415,Solapur - Hosapete DEMU Express (UnReserved),Exp,CR,,,SUR,11:20,HPT,21:00,9h 40m,46,SMTWTFS,,386 km,40 km/hr,11416
18631,Ranchi - Chopan Express (via Lohardaga),Exp,SER,,,RNC,09:45,CPU,17:25,7h 40m,12,SMTWTFS,2S CC,386 km,50 km/hr,18632
11416,Hosapete - Solapur DEMU Express (UnReserved),Exp,CR,,,HPT,00:15,SUR,09:30,9h 15m,40,SMTWTFS,,386 km,42 km/hr,11415
68434,Gunupur - Cuttack MEMU,MEMU,ECoR,,,GNPR,03:00,CTC,11:20,8h 20m,41,SMTWTFS,,384 km,46 km/hr,68433
16349,Thiruvananthapuram North (Kochuveli) - Nilambur Road Rajya Rani Express (PT),Exp,SR,,,TVCN,21:00,NIL,06:05,9h 5m,20,SMTWTFS,SL 3A 2A,384 km,42 km/hr,16350
16350,Nilambur Road - Thiruvananthapuram North (Kochuveli) Rajya Rani Express (PT),Exp,SR,,,NIL,21:30,TVCN,05:30,8h 0m,18,SMTWTFS,SL 3A 2A,384 km,48 km/hr,16349
19425,Borivali - Nandurbar Express,Exp,WR,,,BVI,23:00,NDB,09:25,10h 25m,42,SMTWTFS,SL,383 km,37 km/hr,19426
11012,Dhule - Mumbai CSMT Express,Exp,CR,,,DHI,06:30,CSMT,14:15,7h 45m,12,SMTWTFS,2S CC,383 km,49 km/hr,11011
19426,Nandurbar - Borivali Express,Exp,WR,,,NDB,14:00,BVI,00:05,10h 5m,44,SMTWTFS,SL,383 km,38 km/hr,19425
11011,Mumbai CSMT - Dhule  Express,Exp,CR,,,CSMT,12:00,DHI,20:55,8h 55m,12,SMTWTFS,2S CC,383 km,43 km/hr,11012
17033,Singareni MEMU Express (UnReserved),Exp,SCR,,,BDCR,05:55,BPQ,15:45,9h 50m,31,SMTWTFS,,382 km,39 km/hr,17034
17240,Simhadri Express,Exp,SCR,,,VSKP,07:10,GNT,15:55,8h 45m,22,SMTWTFS,2S CC,382 km,44 km/hr,17239
17239,Simhadri Express,Exp,SCR,,,GNT,08:00,VSKP,16:40,8h 40m,22,SMTWTFS,2S CC,382 km,44 km/hr,17240
18417,Puri - Gunupur Express,Exp,ECoR,,,PURI,12:00,GNPR,20:25,8h 25m,35,SMTWTFS,2S SL 3A,381 km,45 km/hr,18418
18418,Gunupur - Puri Express,Exp,ECoR,,,GNPR,05:30,PURI,15:05,9h 35m,35,SMTWTFS,2S SL 3A,381 km,40 km/hr,18417
22875,Visakhapatnam - Guntur Uday Express,Udy,ECoR,,,VSKP,05:20,GNT,13:00,7h 40m,8,SMTWTFS,2S CC,381 km,50 km/hr,22876
22876,Guntur - Visakhapatnam Uday Express,Udy,ECoR,,,GNT,16:00,VSKP,22:55,6h 55m,8,SMTWTFS,2S CC,381 km,55 km/hr,22875
17202,Golconda  Express,Exp,SCR,,,SC,12:30,GNT,21:30,9h 0m,23,SMTWTFS,2S CC,380 km,42 km/hr,17201
17201,Golconda  Express,Exp,SCR,,,GNT,06:00,SC,13:55,7h 55m,22,SMTWTFS,2S CC,380 km,48 km/hr,17202
12706,Secunderabad - Guntur  InterCity Superfast  Express,SF,SCR,,,SC,07:45,GNT,14:35,6h 50m,14,SMTWTFS,2S CC,380 km,56 km/hr,12705
12705,Guntur - Secunderabad  Intercity  Superfast Express,SF,SCR,,,GNT,15:30,SC,22:20,6h 50m,14,SMTWTFS,2S CC,380 km,56 km/hr,12706
22349,Patna - Ranchi Vande Bharat Express,VB,ECR,,,PNBE,07:00,RNC,13:05,6h 5m,6,SMTWTFS,CC Ex,379 km,62 km/hr,22350
15615,Guwahati - Silchar Express (PT),Exp,NFR,,,GHY,23:55,SCL,12:55,13h 0m,27,SMTWTFS,SL 3A,379 km,29 km/hr,15616
15616,Silchar - Guwahati Express (PT),Exp,NFR,,,SCL,07:00,GHY,20:00,13h 0m,27,SMTWTFS,SL 3A,379 km,29 km/hr,15615
22350,Ranchi - Patna Vande Bharat Express,VB,ECR,,,RNC,16:15,PNBE,22:10,5h 55m,6,SMTWTFS,CC Ex,379 km,64 km/hr,22349
12892,Puri - Bangriposi Intercity SF Express,SF,ECoR,,,PURI,16:20,BGY,23:04,6h 44m,22,SMTWTFS,2S CC,376 km,56 km/hr,12891
12891,Bangriposi - Puri Intercity SF Express (PT),SF,ECoR,,,BGY,04:20,PURI,11:05,6h 45m,22,SMTWTFS,2S CC 3E,376 km,56 km/hr,12892
12195,Agra Fort - Ajmer InterCity SF Express,SF,NCR,,,AF,06:00,AII,12:45,6h 45m,13,SMTWTFS,2S CC 3A,375 km,56 km/hr,12196
12196,Ajmer - Agra Fort InterCity SF Express,SF,NCR,,,AII,14:55,AF,21:40,6h 45m,13,SMTWTFS,2S CC 3A,375 km,56 km/hr,12195
22988,Agra Fort - Ajmer SF Express,SF,NWR,,,AF,14:40,AII,21:20,6h 40m,13,SMTWTFS,2S CC 3A,375 km,56 km/hr,22987
12067,Guwahati - Jorhat Town Jan Shatabdi Express (PT),JShtb,NFR,,,GHY,06:20,JTTN,13:05,6h 45m,9,SMTWTFS,2S CC EV,375 km,56 km/hr,12068
12068,Jorhat Town - Guwahati Jan Shatabdi Express (PT),JShtb,NFR,,,JTTN,14:35,GHY,21:20,6h 45m,9,SMTWTFS,2S CC EV,375 km,56 km/hr,12067
22987,Ajmer - Agra Fort SF Express,SF,NWR,,,AII,05:55,AF,12:40,6h 45m,13,SMTWTFS,2S CC 3A,375 km,56 km/hr,22988
20641,Bengaluru Cantt. - Coimbatore Vande Bharat Express,VB,SR,,,BNC,14:20,CBE,20:40,6h 20m,5,SMTWTFS,CC Ex,374 km,59 km/hr,20642
12066,Delhi Sarai Rohilla - Ajmer Jan Shatabdi Express,JShtb,NWR,,,DEE,16:15,AII,22:20,6h 5m,9,SMTWTFS,2S CC,374 km,61 km/hr,12065
12065,Ajmer - Delhi Sarai Rohilla Jan Shatabdi Express,JShtb,NWR,,,AII,05:35,DEE,11:35,6h 0m,9,SMTWTFS,2S CC,374 km,62 km/hr,12066
20642,Coimbatore - Bengaluru Cantt. Vande Bharat Express,VB,SR,,,CBE,07:25,BNC,13:50,6h 25m,5,SMTWTFS,CC Ex,374 km,58 km/hr,20641
16221,Kuvempu Express (UnReserved),Exp,SWR,,,TLGP,06:15,MYS,15:35,9h 20m,33,SMTWTFS,,373 km,40 km/hr,16222
16222,Kuvempu Express (UnReserved),Exp,SWR,,,MYS,14:00,TLGP,23:00,9h 0m,33,SMTWTFS,,373 km,41 km/hr,16221
16205,Talaguppa - Mysuru Intercity Express,Exp,SWR,,,TLGP,14:50,MYS,22:30,7h 40m,13,SMTWTFS,2S CC,373 km,49 km/hr,16206
16206,Mysuru - Talguppa Intercity Express,Exp,SWR,,,MYS,06:00,TLGP,13:25,7h 25m,13,SMTWTFS,2S CC,373 km,50 km/hr,16205
17220,Visakhapatnam - Machilipatnam Express,Exp,SCR,,,VSKP,22:10,MTM,09:10,11h 0m,23,SMTWTFS,SL 3A 2A,372 km,34 km/hr,17219
17219,Machilipatnam - Visakhapatnam Express,Exp,SCR,,,MTM,21:25,VSKP,08:20,10h 55m,22,SMTWTFS,SL 3A 2A,372 km,34 km/hr,17220
13505,Digha - Asansol Express,Exp,ER,,,DGHA,14:20,ASN,22:30,8h 10m,12,SMTWTFS,2S,372 km,46 km/hr,13506
13506,Asansol - Digha Express,Exp,ER,,,ASN,05:40,DGHA,12:50,7h 10m,12,SMTWTFS,2S,372 km,52 km/hr,13505
20651,KSR Bengaluru - Talguppa InterCity Express,SF,SWR,,,SBC,15:00,TLGP,21:45,6h 45m,12,SMTWTFS,2S CC,371 km,55 km/hr,20652
20652,Talguppa - KSR Bengaluru InterCity Express,SF,SWR,,,TLGP,05:20,SBC,12:00,6h 40m,12,SMTWTFS,2S CC,371 km,56 km/hr,20651
13331,Dhanbad - Patna InterCity Express,Exp,ECR,,,DHN,08:05,PNBE,17:30,9h 25m,20,SMTWTFS,SL 3A 2A,369 km,39 km/hr,13332
13332,Patna - Dhanbad InterCity Express,Exp,ECR,,,PNBE,08:30,DHN,16:50,8h 20m,20,SMTWTFS,SL 3A 2A,369 km,44 km/hr,13331
14716,Jaipur - Hisar Express,Exp,NWR,,,JP,18:25,HSR,03:30,9h 5m,33,SMTWTFS,SL,368 km,41 km/hr,14715
14715,Hisar - Jaipur Express (UnReserved),Exp,NWR,,,HSR,14:30,JP,00:30,10h 0m,40,SMTWTFS,,368 km,37 km/hr,14716
18014,Bokaro Steel City - Howrah Express,Exp,SER,,,BKSC,19:25,HWH,05:25,10h 0m,25,SMTWTFS,SL 3A,367 km,37 km/hr,18013
18013,Howrah - Bokaro Steel City Express,Exp,SER,,,HWH,23:35,BKSC,09:05,9h 30m,28,SMTWTFS,SL 3A,367 km,39 km/hr,18014
22164,Khajuraho - Bhopal Mahamana SF Express,SF,WCR,,,KURJ,16:30,BPL,23:05,6h 35m,10,SMTWTFS,2S CC,367 km,56 km/hr,22163
22163,Bhopal - Khajuraho Mahamana SF Express,SF,WCR,,,BPL,06:30,KURJ,12:55,6h 25m,10,SMTWTFS,2S CC,367 km,57 km/hr,22164
12291,Yesvantpur - MGR Chennai Central Weekly SF Express (PT),SF,SWR,,,YPR,22:45,MAS,04:55,6h 10m,6,SMTWTFS,SL 3A 2A 1A,366 km,59 km/hr,12292
12292,MGR Chennai Central - Yesvantpur Weekly SF Express (PT),SF,SWR,,,MAS,23:30,YPR,06:00,6h 30m,5,SMTWTFS,SL 3A 2A 1A,366 km,56 km/hr,12291
18021,Kharagpur - Khurda Road Express,Exp,SER,,,KGP,04:40,KUR,13:35,8h 55m,34,SMTWTFS,2S CC,363 km,41 km/hr,18022
18022,Khurda Road - Kharagpur Express,Exp,SER,,,KUR,16:30,KGP,00:30,8h 0m,32,SMTWTFS,2S CC,363 km,45 km/hr,18021
12084,Coimbatore - Mayiladuthurai Jan Shatabdi Express,JShtb,SR,,,CBE,07:15,MV,13:45,6h 30m,8,SMTWTFS,2S CC,362 km,56 km/hr,12083
12083,Mayiladuturai - Coimbatore Jan Shatabdi Express,JShtb,SR,,,MV,15:10,CBE,21:30,6h 20m,8,SMTWTFS,2S CC,362 km,57 km/hr,12084
18635,Ranchi - Sasaram Intercity Express,Exp,SER,,,RNC,17:00,SSM,01:10,8h 10m,14,SMTWTFS,SL CC,361 km,44 km/hr,18636
18636,Sasaram - Ranchi Intercity Express,Exp,SER,,,SSM,03:15,RNC,10:45,7h 30m,14,SMTWTFS,SL CC,361 km,48 km/hr,18635
20928,Bhuj - Palanpur Intercity SF Express,SF,WR,,,BHUJ,11:00,PNU,17:30,6h 30m,11,SMTWTFS,SL,359 km,55 km/hr,20927
20927,Palanpur - Bhuj Intercity SF  Express,SF,WR,,,PNU,13:40,BHUJ,20:05,6h 25m,11,SMTWTFS,SL,359 km,56 km/hr,20928
12608,Lalbagh SF Express,SF,SWR,,,SBC,06:25,MAS,12:20,5h 55m,11,SMTWTFS,2S CC,359 km,61 km/hr,12607
12639,Brindavan Express,SF,SR,,,MAS,07:40,SBC,14:00,6h 20m,11,SMTWTFS,2S CC,359 km,57 km/hr,12640
12640,Brindavan Express,SF,SR,,,SBC,15:10,MAS,21:15,6h 5m,12,SMTWTFS,2S CC,359 km,59 km/hr,12639
12607,Lalbagh SF Express,SF,SWR,,,MAS,15:30,SBC,22:00,6h 30m,11,SMTWTFS,2S CC,359 km,55 km/hr,12608
22625,MGR Chennai Central - KSR Bengaluru Double Decker Express,DD,SR,,,MAS,07:25,SBC,13:10,5h 45m,9,SMTWTFS,2S CC,359 km,62 km/hr,22626
22626,KSR Bengaluru - MGR Chennai Central Double Decker Express,DD,SR,,,SBC,13:30,MAS,19:45,6h 15m,10,SMTWTFS,2S CC,359 km,57 km/hr,22625
18511,Koraput - Vishakhapatnam InterCity Express,Exp,ECoR,,,KRPU,07:30,VSKP,14:45,7h 15m,9,SMTWTFS,2S CC,359 km,50 km/hr,18512
18512,Visakhapatnam - Koraput Intercity Express,Exp,ECoR,,,VSKP,13:50,KRPU,21:00,7h 10m,9,SMTWTFS,2S CC,359 km,50 km/hr,18511
12028,KSR Bengaluru - MGR Chennai Central Shatabdi Express,Shtb,SWR,,,SBC,06:00,MAS,11:00,5h 0m,3,SMTWTFS,CC Ex,359 km,72 km/hr,12027
12027,MGR Chennai Central - KSR Bengaluru Shatabdi Express,Shtb,SWR,,,MAS,17:30,SBC,22:25,4h 55m,3,SMTWTFS,CC Ex,359 km,73 km/hr,12028
16539,Yesvantpur - Mangaluru Jn. Weekly Express,Exp,SWR,,,YPR,07:00,MAJN,16:40,9h 40m,12,SMTWTFS,2S SL CC 3E EV,358 km,37 km/hr,16540
16540,Mangaluru Jn. - Yesvantpur Weekly Express,Exp,SWR,,,MAJN,07:00,YPR,16:30,9h 30m,12,SMTWTFS,2S SL CC 3E EV,358 km,38 km/hr,16539
16576,Gomteshwara Express,Exp,SWR,,,MAJN,07:00,YPR,16:30,9h 30m,12,SMTWTFS,2S SL CC 3E EV,358 km,38 km/hr,16575
16575,Gomteshwara Express,Exp,SWR,,,YPR,07:00,MAJN,16:40,9h 40m,12,SMTWTFS,2S SL CC 3E EV,358 km,37 km/hr,16576
16180,Mannai Express (PT),Exp,SR,,,MQ,22:35,MS,05:35,7h 0m,9,SMTWTFS,SL 3A 2A 1A,357 km,51 km/hr,16179
16179,Mannai Express (PT),Exp,SR,,,MS,22:55,MQ,06:20,7h 25m,8,SMTWTFS,SL 3A 2A 1A,357 km,48 km/hr,16180
12714,Satavahana  SF  Express,SF,SCR,,,KCG,16:00,BZA,22:15,6h 15m,8,SMTWTFS,2S CC,355 km,57 km/hr,12713
12713,Satavahana  SF  Express,SF,SCR,,,BZA,06:25,KCG,12:55,6h 30m,8,SMTWTFS,2S CC,355 km,55 km/hr,12714
12748,Palnadu  SF  Express,SF,SCR,,,VKB,14:40,GNT,21:05,6h 25m,13,SMTWTFS,2S CC,353 km,55 km/hr,12747
12747,Palnadu  SF  Express,SF,SCR,,,GNT,05:45,VKB,12:10,6h 25m,13,SMTWTFS,2S CC,353 km,55 km/hr,12748
13427,Howrah - Sahibganj Intercity Express,Exp,ER,Oct 11,,HWH,13:45,SBG,20:35,6h 50m,8,SMTWTFS,2S,353 km,52 km/hr,13428
13428,Sahibganj - Howrah Intercity Express,Exp,ER,,,SBG,05:20,HWH,12:15,6h 55m,8,SMTWTFS,2S,353 km,51 km/hr,13427
22153,Chennai Egmore - Salem SF Express (PT),SF,CR,,,MS,23:55,SA,06:15,6h 20m,10,SMTWTFS,SL 3A 2A,352 km,56 km/hr,22154
22154,Salem - Chennai Egmore SF Express (PT),SF,CR,,,SA,21:30,MS,03:50,6h 20m,11,SMTWTFS,SL 3A 2A,352 km,56 km/hr,22153
16865,Uzhavan Express (PT),Exp,SR,,,MS,22:25,TJ,05:30,7h 5m,12,SMTWTFS,SL 3A 2A 1A,351 km,50 km/hr,16866
16866,Uzhavan Express (PT),Exp,SR,,,TJ,21:50,MS,04:25,6h 35m,13,SMTWTFS,SL 3A 2A 1A,351 km,53 km/hr,16865
13153,Gour Express (PT),Exp,ER,,,SDAH,22:05,MLDT,06:15,8h 10m,10,SMTWTFS,SL 3A 2A 1A,350 km,43 km/hr,13154
13154,Gour Express (PT),Exp,ER,,,MLDT,21:25,SDAH,04:40,7h 15m,11,SMTWTFS,SL 3A 2A 1A,350 km,48 km/hr,13153
12718,Ratnachal SF Express (PT),SF,SCR,,,BZA,06:00,VSKP,12:15,6h 15m,11,SMTWTFS,2S CC,350 km,56 km/hr,12717
12717,Ratnachal SF Express,SF,SCR,,,VSKP,12:55,BZA,19:15,6h 20m,11,SMTWTFS,2S CC,350 km,55 km/hr,12718
13503,Barddhaman - Hatia MEMU Express (UnReserved),Exp,ER,,,BWN,06:30,HTE,17:50,11h 20m,48,SMTWTFS,,349 km,31 km/hr,13504
11651,Jabalpur - Singrauli Intercity Express,Exp,WCR,,,JBP,16:25,SGRL,23:45,7h 20m,13,SMTWTFS,2S CC 3A,349 km,48 km/hr,11652
11652,Singrauli - Jabalpur Intercity Express,Exp,WCR,,,SGRL,04:40,JBP,11:45,7h 5m,13,SMTWTFS,2S CC 3A,349 km,49 km/hr,11651
12097,Agartala -  Khongsang Jan Shatabdi Express (PT),JShtb,NFR,,,AGTL,06:00,KGBP,13:40,7h 40m,9,SMTWTFS,2S CC EV,348 km,45 km/hr,12098
12098,Khongsang - Agartala Jan Shatabdi Express (PT),JShtb,NFR,,,KGBP,14:50,AGTL,22:30,7h 40m,9,SMTWTFS,2S CC EV,348 km,45 km/hr,12097
17625,Delta Express (PT),Exp,SCR,,,KCG,22:20,RAL,06:15,7h 55m,11,SMTWTFS,SL 3A 2A,347 km,44 km/hr,17626
